Date,Open,High,Low,Close,Adj Close,Volume
2020-02-06,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3868370000
2020-02-07,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3730650000
2020-02-10,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3450350000
2020-02-11,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3760550000
2020-02-12,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3926380000
2020-02-13,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3498240000
2020-02-14,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3398040000
2020-02-18,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3746720000
2020-02-19,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3600150000
2020-02-20,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4007320000
2020-02-21,3360.5,3360.76001,3328.449951,3337.75,3337.75,3899270000
2020-02-24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000
2020-02-25,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5591510000
2020-02-26,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5478110000
2020-02-27,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7058840000
2020-02-28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000
2020-03-02,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6376400000
2020-03-03,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6355940000
2020-03-04,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5035480000
2020-03-05,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000
2020-03-06,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6552140000
2020-03-09,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000
2020-03-10,2813.47998,2882.590088,2734,2882.22998,2882.22998,7635960000
2020-03-11,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7374110000
2020-03-12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000
2020-03-13,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8258670000
2020-03-16,2508.590088,2562.97998,2380.939941,2386.129883,2386.129883,7781540000
2020-03-17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000
2020-03-18,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8755780000
2020-03-19,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7946710000
2020-03-20,2431.939941,2453.01001,2295.560059,2304.919922,2304.919922,9044690000
2020-03-23,2290.709961,2300.72998,2191.860107,2237.399902,2237.399902,7402180000
2020-03-24,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7547350000
2020-03-25,2457.77002,2571.419922,2407.530029,2475.560059,2475.560059,8285670000
2020-03-26,2501.290039,2637.01001,2500.719971,2630.070068,2630.070068,7753160000
2020-03-27,2555.870117,2615.909912,2520.02002,2541.469971,2541.469971,6194330000
2020-03-30,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5746220000
2020-03-31,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6568290000
2020-04-01,2498.080078,2522.75,2447.48999,2470.5,2470.5,5947900000
2020-04-02,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6454990000
2020-04-03,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6087190000
2020-04-06,2578.280029,2676.850098,2574.570068,2663.679932,2663.679932,6391860000
2020-04-07,2738.649902,2756.889893,2657.669922,2659.409912,2659.409912,7040720000
2020-04-08,2685,2760.75,2663.300049,2749.97998,2749.97998,5856370000
2020-04-09,2776.98999,2818.570068,2762.360107,2789.820068,2789.820068,7880140000
2020-04-13,2782.459961,2782.459961,2721.169922,2761.629883,2761.629883,5274310000
2020-04-14,2805.100098,2851.850098,2805.100098,2846.060059,2846.060059,5567400000
2020-04-15,2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,5203390000
2020-04-16,2799.340088,2806.51001,2764.320068,2799.550049,2799.550049,5179990000
2020-04-17,2842.429932,2879.219971,2830.879883,2874.560059,2874.560059,5792140000
2020-04-20,2845.620117,2868.97998,2820.429932,2823.159912,2823.159912,5220160000
2020-04-21,2784.810059,2785.540039,2727.100098,2736.560059,2736.560059,5075830000
2020-04-22,2787.889893,2815.100098,2775.949951,2799.310059,2799.310059,5049660000
2020-04-23,2810.419922,2844.899902,2794.26001,2797.800049,2797.800049,5756520000
2020-04-24,2812.639893,2842.709961,2791.76001,2836.73999,2836.73999,5374480000
2020-04-27,2854.649902,2887.719971,2852.889893,2878.47998,2878.47998,5194260000
2020-04-28,2909.959961,2921.149902,2860.709961,2863.389893,2863.389893,5672880000
2020-04-29,2918.459961,2954.860107,2912.159912,2939.51001,2939.51001,6620140000
2020-04-30,2930.909912,2930.909912,2892.469971,2912.429932,2912.429932,6523120000
2020-05-01,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961,4753160000
2020-05-04,2815.01001,2844.23999,2797.850098,2842.73999,2842.73999,4723140000
2020-05-05,2868.879883,2898.22998,2863.550049,2868.439941,2868.439941,5129590000
2020-05-06,2883.139893,2891.110107,2847.649902,2848.419922,2848.419922,4861920000
2020-05-07,2878.26001,2901.919922,2876.47998,2881.189941,2881.189941,5164640000
2020-05-08,2908.830078,2932.159912,2902.879883,2929.800049,2929.800049,4857160000
2020-05-11,2915.459961,2944.25,2903.439941,2930.189941,2930.189941,4807320000
2020-05-12,2939.5,2945.820068,2869.590088,2870.120117,2870.120117,5107710000
2020-05-13,2865.860107,2874.139893,2793.149902,2820,2820,6143130000
2020-05-14,2794.540039,2852.800049,2766.639893,2852.5,2852.5,5641920000
2020-05-15,2829.949951,2865.01001,2816.780029,2863.699951,2863.699951,5477040000
2020-05-18,2913.860107,2968.090088,2913.860107,2953.909912,2953.909912,6364290000
2020-05-19,2948.590088,2964.209961,2922.350098,2922.939941,2922.939941,4969330000
2020-05-20,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,4992970000
2020-05-21,2969.949951,2978.5,2938.570068,2948.51001,2948.51001,4966940000
2020-05-22,2948.050049,2956.76001,2933.590088,2955.449951,2955.449951,3952800000
2020-05-26,3004.080078,3021.719971,2988.169922,2991.77002,2991.77002,5837060000
2020-05-27,3015.649902,3036.25,2969.75,3036.129883,3036.129883,6371230000
2020-05-28,3046.610107,3068.669922,3023.399902,3029.72998,3029.72998,5402670000
2020-05-29,3025.169922,3049.169922,2998.610107,3044.310059,3044.310059,7275080000
2020-06-01,3038.780029,3062.179932,3031.540039,3055.72998,3055.72998,4673410000
2020-06-02,3064.780029,3081.070068,3051.639893,3080.820068,3080.820068,5187230000
2020-06-03,3098.899902,3130.939941,3098.899902,3122.870117,3122.870117,5989560000
2020-06-04,3111.560059,3128.909912,3090.409912,3112.350098,3112.350098,6428130000
2020-06-05,3163.840088,3211.719971,3163.840088,3193.929932,3193.929932,8617590000
2020-06-08,3199.919922,3233.129883,3196,3232.389893,3232.389893,8437380000
2020-06-09,3213.320068,3222.709961,3193.110107,3207.179932,3207.179932,6382620000
2020-06-10,3213.419922,3223.27002,3181.48999,3190.139893,3190.139893,6570840000
2020-06-11,3123.530029,3123.530029,2999.48999,3002.100098,3002.100098,7018890000
2020-06-12,3071.040039,3088.419922,2984.469971,3041.310059,3041.310059,5832250000
2020-06-15,2993.76001,3079.76001,2965.659912,3066.590088,3066.590088,5740660000
2020-06-16,3131,3153.449951,3076.060059,3124.73999,3124.73999,5829240000
2020-06-17,3136.129883,3141.159912,3108.030029,3113.48999,3113.48999,4549390000
2020-06-18,3101.639893,3120,3093.51001,3115.340088,3115.340088,4429030000
2020-06-19,3140.290039,3155.530029,3083.110107,3097.73999,3097.73999,8327780000
2020-06-22,3094.419922,3120.919922,3079.389893,3117.860107,3117.860107,4665380000
2020-06-23,3138.699951,3154.899902,3127.120117,3131.290039,3131.290039,4704830000
2020-06-24,3114.399902,3115.01001,3032.129883,3050.330078,3050.330078,5587200000
2020-06-25,3046.600098,3086.25,3024.01001,3083.76001,3083.76001,4815420000
2020-06-26,3073.199951,3073.72998,3004.629883,3009.050049,3009.050049,8098120000
2020-06-29,3018.590088,3053.889893,2999.73999,3053.23999,3053.23999,4462770000
2020-06-30,3050.199951,3111.51001,3047.830078,3100.290039,3100.290039,4696280000
2020-07-01,3105.919922,3128.439941,3101.169922,3115.860107,3115.860107,4443130000
2020-07-02,3143.639893,3165.810059,3124.52002,3130.01001,3130.01001,4190830000
2020-07-06,3155.290039,3182.590088,3155.290039,3179.719971,3179.719971,4736450000
2020-07-07,3166.439941,3184.149902,3142.929932,3145.320068,3145.320068,4563700000
2020-07-08,3153.070068,3171.800049,3136.530029,3169.939941,3169.939941,4927700000
2020-07-09,3176.169922,3179.780029,3115.699951,3152.050049,3152.050049,4829020000
2020-07-10,3152.469971,3186.820068,3136.219971,3185.040039,3185.040039,4515340000
2020-07-13,3205.080078,3235.320068,3149.429932,3155.219971,3155.219971,4890780000
2020-07-14,3141.110107,3200.949951,3127.659912,3197.52002,3197.52002,4476170000
2020-07-15,3225.97998,3238.280029,3200.76001,3226.560059,3226.560059,4669760000
2020-07-16,3208.360107,3220.389893,3198.590088,3215.570068,3215.570068,3961230000
2020-07-17,3224.209961,3233.52002,3205.649902,3224.72998,3224.72998,3993830000
2020-07-20,3224.290039,3258.610107,3215.159912,3251.840088,3251.840088,3971200000
2020-07-21,3268.52002,3277.290039,3247.77002,3257.300049,3257.300049,4547960000
2020-07-22,3254.860107,3279.320068,3253.100098,3276.02002,3276.02002,4255190000
2020-07-23,3271.639893,3279.98999,3222.659912,3235.659912,3235.659912,4290460000
2020-07-24,3218.580078,3227.26001,3200.050049,3215.629883,3215.629883,3894900000
2020-07-27,3219.840088,3241.429932,3214.25,3239.409912,3239.409912,3963910000
2020-07-28,3234.27002,3243.719971,3216.169922,3218.439941,3218.439941,4027890000
2020-07-29,3227.219971,3264.73999,3227.219971,3258.439941,3258.439941,4676300000
2020-07-30,3231.76001,3250.919922,3204.129883,3246.219971,3246.219971,4254010000
2020-07-31,3270.449951,3272.169922,3220.26001,3271.120117,3271.120117,5117260000
2020-08-03,3288.26001,3302.72998,3284.530029,3294.610107,3294.610107,4643640000
2020-08-04,3289.919922,3306.840088,3286.370117,3306.51001,3306.51001,4621670000
2020-08-05,3317.370117,3330.77002,3317.370117,3327.77002,3327.77002,4732220000
2020-08-06,3323.169922,3351.030029,3318.139893,3349.159912,3349.159912,4267490000
2020-08-07,3340.050049,3352.540039,3328.719971,3351.280029,3351.280029,4104860000
2020-08-10,3356.040039,3363.290039,3335.439941,3360.469971,3360.469971,4318570000
2020-08-11,3370.340088,3381.01001,3326.439941,3333.689941,3333.689941,5087650000
2020-08-12,3355.459961,3387.889893,3355.459961,3380.350098,3380.350098,3768560000
2020-08-13,3372.949951,3387.23999,3363.350098,3373.429932,3373.429932,3648810000
2020-08-14,3368.659912,3378.51001,3361.639893,3372.850098,3372.850098,3193400000
2020-08-17,3380.860107,3387.590088,3379.219971,3381.98999,3381.98999,3671290000
2020-08-18,3387.040039,3395.060059,3370.149902,3389.780029,3389.780029,3881310000
2020-08-19,3392.51001,3399.540039,3369.659912,3374.850098,3374.850098,3884480000
2020-08-20,3360.47998,3390.800049,3354.689941,3385.51001,3385.51001,3642850000
2020-08-21,3386.01001,3399.959961,3379.310059,3397.159912,3397.159912,3705420000
2020-08-24,3418.090088,3432.090088,3413.129883,3431.280029,3431.280029,3728690000
2020-08-25,3435.949951,3444.209961,3425.840088,3443.620117,3443.620117,3619300000
2020-08-26,3449.969971,3481.070068,3444.149902,3478.72998,3478.72998,3754360000
2020-08-27,3485.139893,3501.379883,3468.350098,3484.550049,3484.550049,3929560000
2020-08-28,3494.689941,3509.22998,3484.320068,3508.01001,3508.01001,3855880000
2020-08-31,3509.72998,3514.77002,3493.25,3500.310059,3500.310059,4342290000
2020-09-01,3507.439941,3528.030029,3494.600098,3526.649902,3526.649902,4083110000
2020-09-02,3543.76001,3588.110107,3535.22998,3580.840088,3580.840088,4285190000
2020-09-03,3564.73999,3564.850098,3427.409912,3455.060059,3455.060059,4898680000
2020-09-04,3453.600098,3479.149902,3349.629883,3426.959961,3426.959961,4431440000
2020-09-08,3371.879883,3379.969971,3329.27002,3331.840088,3331.840088,4665600000
2020-09-09,3369.820068,3424.77002,3366.840088,3398.959961,3398.959961,3920830000
2020-09-10,3412.560059,3425.550049,3329.25,3339.189941,3339.189941,4192250000
2020-09-11,3352.699951,3368.949951,3310.469971,3340.969971,3340.969971,3704450000
2020-09-14,3363.560059,3402.929932,3363.560059,3383.540039,3383.540039,3832130000
2020-09-15,3407.72998,3419.47998,3389.25,3401.199951,3401.199951,4051460000
2020-09-16,3411.22998,3428.919922,3384.449951,3385.48999,3385.48999,4710030000
2020-09-17,3346.860107,3375.169922,3328.820068,3357.01001,3357.01001,4371940000
2020-09-18,3357.379883,3362.27002,3292.399902,3319.469971,3319.469971,7068700000
2020-09-21,3285.570068,3285.570068,3229.100098,3281.060059,3281.060059,4828350000
2020-09-22,3295.75,3320.310059,3270.949951,3315.570068,3315.570068,3963300000
2020-09-23,3320.110107,3323.350098,3232.570068,3236.919922,3236.919922,4364500000
2020-09-24,3226.139893,3278.699951,3209.449951,3246.590088,3246.590088,4599470000
2020-09-25,3236.659912,3306.879883,3228.439941,3298.459961,3298.459961,3792220000
2020-09-28,3333.899902,3360.73999,3332.909912,3351.600098,3351.600098,3946060000
2020-09-29,3350.919922,3357.919922,3327.540039,3335.469971,3335.469971,3651880000
2020-09-30,3341.209961,3393.560059,3340.469971,3363,3363,4722530000
2020-10-01,3385.870117,3397.179932,3361.389893,3380.800049,3380.800049,4070530000
2020-10-02,3338.939941,3369.100098,3323.689941,3348.419922,3348.419922,3961550000
2020-10-05,3367.27002,3409.570068,3367.27002,3408.600098,3408.600098,3686920000
2020-10-06,3408.73999,3431.560059,3354.540039,3360.969971,3360.969971,4443380000
2020-10-07,3384.560059,3426.26001,3384.560059,3419.439941,3419.439941,3807830000
2020-10-08,3434.280029,3447.280029,3428.149902,3446.830078,3446.830078,3856190000
2020-10-09,3459.669922,3482.340088,3458.070068,3477.139893,3477.139893,3939060000
2020-10-12,3500.02002,3549.850098,3499.610107,3534.219971,3534.219971,3428970000
2020-10-13,3534.01001,3534.01001,3500.860107,3511.929932,3511.929932,3605150000
2020-10-14,3515.469971,3527.939941,3480.550049,3488.669922,3488.669922,3840630000
2020-10-15,3453.719971,3489.080078,3440.889893,3483.340088,3483.340088,3717640000
2020-10-16,3493.5,3515.76001,3480.449951,3483.810059,3483.810059,4675890000
2020-10-19,3493.659912,3502.419922,3419.929932,3426.919922,3426.919922,4086200000
2020-10-20,3439.379883,3476.929932,3435.649902,3443.120117,3443.120117,3901260000
2020-10-21,3439.909912,3464.860107,3433.060059,3435.560059,3435.560059,4097750000
2020-10-22,3438.5,3460.530029,3415.340088,3453.48999,3453.48999,4163630000
2020-10-23,3464.899902,3466.459961,3440.449951,3465.389893,3465.389893,3646570000
2020-10-26,3441.419922,3441.419922,3364.860107,3400.969971,3400.969971,3988080000
2020-10-27,3403.149902,3409.51001,3388.709961,3390.679932,3390.679932,3946990000
2020-10-28,3342.47998,3342.47998,3268.889893,3271.030029,3271.030029,5129860000
2020-10-29,3277.169922,3341.050049,3259.820068,3310.110107,3310.110107,4903070000
2020-10-30,3293.590088,3304.929932,3233.939941,3269.959961,3269.959961,4840450000
2020-11-02,3296.199951,3330.139893,3279.73999,3310.23999,3310.23999,4310590000
2020-11-03,3336.25,3389.48999,3336.25,3369.159912,3369.159912,4220070000
2020-11-04,3406.459961,3486.25,3405.169922,3443.439941,3443.439941,4783040000
2020-11-05,3485.73999,3529.050049,3485.73999,3510.449951,3510.449951,4841190000
2020-11-06,3508.340088,3521.580078,3484.340088,3509.439941,3509.439941,4833950000
2020-11-09,3583.040039,3645.98999,3547.47998,3550.5,3550.5,8556610000
2020-11-10,3543.26001,3557.219971,3511.909912,3545.530029,3545.530029,6024230000
2020-11-11,3563.219971,3581.159912,3557,3572.659912,3572.659912,4609970000
2020-11-12,3562.669922,3569.02002,3518.580078,3537.01001,3537.01001,4890120000
2020-11-13,3552.570068,3593.659912,3552.570068,3585.149902,3585.149902,4709670000
2020-11-16,3600.159912,3628.51001,3600.159912,3626.909912,3626.909912,5281980000
2020-11-17,3610.310059,3623.110107,3588.679932,3609.530029,3609.530029,4799570000
2020-11-18,3612.090088,3619.090088,3567.330078,3567.790039,3567.790039,5274450000
2020-11-19,3559.409912,3585.219971,3543.840088,3581.870117,3581.870117,4347200000
2020-11-20,3579.310059,3581.22998,3556.850098,3557.540039,3557.540039,4218970000
2020-11-23,3566.820068,3589.810059,3552.77002,3577.590088,3577.590088,5036290000
2020-11-24,3594.52002,3642.310059,3594.52002,3635.409912,3635.409912,6267570000
2020-11-25,3635.5,3635.5,3617.76001,3629.649902,3629.649902,4902560000
